user;userf;linkweight
999;487;0.7006172839506173
999;658;0.4876543209876544
999;428;0.4506172839506173
999;731;0.3179012345679012
999;57;0.5802469135802468
998;448;0.5185185185185186
998;791;0.8641975308641975
998;937;0.26234567901234573
998;299;0.40740740740740744
998;656;0.5308641975308643
998;844;0.40740740740740744
998;476;0.42901234567901225
998;397;0.6481481481481481
997;480;0.2407407407407408
997;560;0.6049382716049382
997;864;0.462962962962963
997;856;0.462962962962963
997;169;0.3271604938271605
997;922;0.8641975308641975
996;879;0.4135802469135803
996;906;0.617283950617284
996;293;0.5030864197530864
996;216;0.6882716049382716
996;701;0.7469135802469136
996;287;0.6358024691358024
996;926;0.40740740740740744
996;855;0.7469135802469136
996;480;0.6450617283950617
996;992;0.691358024691358
996;478;0.5462962962962963
996;153;0.7376543209876543
996;661;0.5895061728395061
995;329;0.6049382716049383
995;479;0.5802469135802469
995;242;0.6203703703703705
995;982;0.5
995;268;0.3179012345679012
995;796;0.5432098765432098
995;828;0.46604938271604934
994;992;0.595679012345679
994;461;0.5030864197530863
994;963;0.5123456790123456
994;943;0.3179012345679012
994;914;0.5493827160493827
994;713;0.45679012345679004
994;929;0.46604938271604934
994;758;0.654320987654321
994;986;0.3179012345679012
994;720;0.4135802469135803
994;641;0.6018518518518519
994;463;0.21604938271604945
994;456;0.5123456790123456
994;539;0.5216049382716048
993;837;0.8641975308641975
993;450;0.5246913580246914
993;962;0.6944444444444444
993;680;0.6018518518518519
993;383;0.462962962962963
993;931;0.7037037037037037
992;932;0.8209876543209876
992;994;0.595679012345679
992;851;0.5987654320987654
992;891;0.5987654320987654
992;780;0.6851851851851851
992;867;0.42901234567901225
992;274;0.7098765432098766
992;297;0.4506172839506173
992;820;0.6728395061728394
992;602;0.5987654320987654
992;516;0.3395061728395061
992;336;0.8024691358024691
992;962;0.5771604938271605
992;809;0.3950617283950618
992;806;0.6697530864197532
992;188;0.5246913580246914
992;101;0.5185185185185186
992;996;0.691358024691358
992;986;0.4876543209876544
992;885;0.6635802469135803
992;367;0.6666666666666666
992;530;0.8209876543209876
991;577;0.38888888888888884
991;597;0.5679012345679013
991;338;0.4814814814814814
991;616;0.42901234567901236
991;859;0.22222222222222232
991;163;0.43827160493827166
991;671;0.4012345679012346
991;581;0.611111111111111
990;335;0.5987654320987654
990;888;0.3950617283950617
990;373;0.5555555555555556
990;481;0.33950617283950624
990;99;0.38888888888888895
